title,question,answer,url
c - Turn a simple socket into an SSL socket,"I wrote simple C programs, which are using sockets ('client' and 'server'). 
(UNIX/Linux usage)","
There are several steps when using OpenSSL. You must have an SSL certificate made which can contain the certificate with the private key be sure to specify the exact location of the certificate (this example has it in the root). There are a lot of good tutorials out there.

Some documentation and tools from HP (see chapter 2)
Command line for OpenSSL

Some includes:
#include <openssl/applink.c>
#include <openssl/bio.h>
#include <openssl/ssl.h>
#include <openssl/err.h>

You will need to initialize OpenSSL:
void InitializeSSL()
{
    SSL_load_error_strings();
    SSL_library_init();
    OpenSSL_add_all_algorithms();
}

void DestroySSL()
{
    ERR_free_strings();
    EVP_cleanup();
}

void ShutdownSSL()
{
    SSL_shutdown(cSSL);
    SSL_free(cSSL);
}

Now for the bulk of the functionality. You may want to add a while loop on connections.
int sockfd, newsockfd;
SSL_CTX *sslctx;
SSL *cSSL;

InitializeSSL();
sockfd = socket(AF_INET, SOCK_STREAM, 0);
if (sockfd< 0)
{
    //Log and Error
    return;
}
struct sockaddr_in saiServerAddress;
bzero((char *) &saiServerAddress, sizeof(saiServerAddress));
saiServerAddress.sin_family = AF_INET;
saiServerAddress.sin_addr.s_addr = serv_addr;
saiServerAddress.sin_port = htons(aPortNumber);

bind(sockfd, (struct sockaddr *) &serv_addr, sizeof(serv_addr));

listen(sockfd,5);
newsockfd = accept(sockfd, (struct sockaddr *) &cli_addr, &clilen);

sslctx = SSL_CTX_new( SSLv23_server_method());
SSL_CTX_set_options(sslctx, SSL_OP_SINGLE_DH_USE);
int use_cert = SSL_CTX_use_certificate_file(sslctx, ""/serverCertificate.pem"" , SSL_FILETYPE_PEM);

int use_prv = SSL_CTX_use_PrivateKey_file(sslctx, ""/serverCertificate.pem"", SSL_FILETYPE_PEM);

cSSL = SSL_new(sslctx);
SSL_set_fd(cSSL, newsockfd );
//Here is the SSL Accept portion.  Now all reads and writes must use SSL
ssl_err = SSL_accept(cSSL);
if(ssl_err <= 0)
{
    //Error occurred, log and close down ssl
    ShutdownSSL();
}

You are then able read or write using:
SSL_read(cSSL, (char *)charBuffer, nBytesToRead);
SSL_write(cSSL, ""Hi :3\n"", 6);

Update
The SSL_CTX_new should be called with the TLS method that best fits your needs in order to support the newer versions of security, instead of SSLv23_server_method().  See:
OpenSSL SSL_CTX_new description

TLS_method(), TLS_server_method(), TLS_client_method().
  These are the general-purpose version-flexible SSL/TLS methods. The actual protocol version used will be negotiated to the highest version mutually supported by the client and the server. The supported protocols are SSLv3, TLSv1, TLSv1.1, TLSv1.2 and TLSv1.3. 

",https://stackoverflow.com//questions/7698488/turn-a-simple-socket-into-an-ssl-socket
linux - PGP: Not enough random bytes available. Please do some other work to give the OS a chance to collect more entropy,Setup : Ubuntu Server on Virtual Machine with 6 cores and 3GB of RAM.,"
Run the following:
find / > /dev/null

That helped me quickly to complete my key generation.
",https://stackoverflow.com//questions/11708334/pgp-not-enough-random-bytes-available-please-do-some-other-work-to-give-the-os
linux - FUSE error: Transport endpoint is not connected,I'm trying to implement the FUSE filesystem.  I am receiving this error:,"
This typically is caused by the mount directory being left mounted due to a crash of your filesystem. Go to the parent directory of the mount point and enter fusermount -u YOUR_MNT_DIR.
If this doesn't do the trick, do sudo umount -l YOUR_MNT_DIR.
",https://stackoverflow.com//questions/16002539/fuse-error-transport-endpoint-is-not-connected
linux - How to find files modified in last x minutes (find -mmin does not work as expected),"I'm trying to find files modified in last x minutes, for example in the last hour. Many forums and tutorials on the net suggest to use the find command with the -mmin option, like this:","
I can reproduce your problem if there are no files in the directory that were modified in the last hour.  In that case, find . -mmin -60 returns nothing. The command find . -mmin -60 |xargs ls -l, however, returns every file in the directory which is consistent with what happens when ls -l is run without an argument.
To make sure that ls -l is only run when a file is found, try:
find . -mmin -60 -type f -exec ls -l {} +

",https://stackoverflow.com//questions/33407344/how-to-find-files-modified-in-last-x-minutes-find-mmin-does-not-work-as-expect
linux - Hourly rotation of files using logrotate?," This question does not appear to be about a specific programming problem, a software algorithm, or software tools primarily used by programmers. If you believe the question would be on-topic on another Stack Exchange site, you can leave a comment to explain where the question may be able to be answered.","
The manpage of logrotate.conf contains an important advice for the hourly option:

Log files are rotated every hour. Note that usually logrotate is configured to be run by cron daily. You have to change this configuration and run logrotate hourly to be able to really  rotate logs hourly.

As pointed out by yellow1pl the solution is to copy the file /etc/cron.daily/logrotate into the /etc/cron.hourly/ directory. This works at least for Debian and possibly some Debian derivates.
",https://stackoverflow.com//questions/25485047/hourly-rotation-of-files-using-logrotate
linux - make -j 8 g++: internal compiler error: Killed (program cc1plus),"When I deploy Apache Mesos on Ubuntu12.04, I follow the official document, in step ""make -j 8"" I'm getting this error in the console:","
Try running (just after the failure) dmesg.
Do you see a line like this?
Out of memory: Kill process 23747 (cc1plus) score 15 or sacrifice child
Killed process 23747, UID 2243, (cc1plus) total-vm:214456kB, anon-rss:178936kB, file-rss:5908kB

Most likely that is your problem. Running make -j 8 runs lots of process which use more memory. The problem above occurs when your system runs out of memory. In this case rather than the whole system falling over, the operating systems runs a process to score each process on the system. The one that scores the highest gets killed by the operating system to free up memory. If the process that is killed is cc1plus, gcc (perhaps incorrectly) interprets this as the process crashing and hence assumes that it must be a compiler bug. But it isn't really, the problem is the OS killed cc1plus, rather than it crashed.
If this is the case, you are running out of memory. So run perhaps make -j 4 instead. This will mean fewer parallel jobs and will mean the compilation will take longer but hopefully will not exhaust your system memory.
",https://stackoverflow.com//questions/30887143/make-j-8-g-internal-compiler-error-killed-program-cc1plus
"linux - Difference between Real User ID, Effective User ID and Saved User ID",I am already aware of the real user id. It is the unique number for a user in the system.,"
The distinction between a real and an effective user id is made because you may have the need to temporarily take another user's identity (most of the time, that would be root, but it could be any user). If you only had one user id, then there would be no way of changing back to your original user id afterwards (other than taking your word for granted, and in case you are root, using root's privileges to change to any user).
So, the real user id is who you really are (the one who owns the process), and the effective user id is what the operating system looks at to make a decision whether or not you are allowed to do something (most of the time, there are some exceptions).
When you log in, the login shell sets both the real and effective user id to the same value (your real user id) as supplied by the password file.
Now, it also happens that you execute a setuid program, and besides running as another user (e.g. root) the setuid program is also supposed to do something on your behalf. How does this work?
After executing the setuid program, it will have your real id (since you're the process owner) and the effective user id of the file owner (for example root) since it is setuid.  
The program does whatever magic it needs to do with superuser privileges and then wants to do something on your behalf. That means, attempting to do something that you shouldn't be able to do should fail. How does it do that? Well, obviously by changing its effective user id to the real user id!
Now that setuid program has no way of switching back since all the kernel knows is your id and... your id. Bang, you're dead.
This is what the saved set-user id is for.
",https://stackoverflow.com//questions/32455684/difference-between-real-user-id-effective-user-id-and-saved-user-id
Best way to find os name and version in Unix/Linux platform,I need to find the OS name and version on Unix/Linux platform. For this I tried following:,"
This work fine for all Linux environment.
#!/bin/sh
cat /etc/*-release

In Ubuntu:
$ cat /etc/*-release
DISTRIB_ID=Ubuntu
DISTRIB_RELEASE=10.04
DISTRIB_CODENAME=lucid
DISTRIB_DESCRIPTION=""Ubuntu 10.04.4 LTS""

or 12.04:
$ cat /etc/*-release

DISTRIB_ID=Ubuntu
DISTRIB_RELEASE=12.04
DISTRIB_CODENAME=precise
DISTRIB_DESCRIPTION=""Ubuntu 12.04.4 LTS""
NAME=""Ubuntu""
VERSION=""12.04.4 LTS, Precise Pangolin""
ID=ubuntu
ID_LIKE=debian
PRETTY_NAME=""Ubuntu precise (12.04.4 LTS)""
VERSION_ID=""12.04""

In RHEL:
$ cat /etc/*-release
Red Hat Enterprise Linux Server release 6.5 (Santiago)
Red Hat Enterprise Linux Server release 6.5 (Santiago)

Or Use this Script:
#!/bin/sh
# Detects which OS and if it is Linux then it will detect which Linux
# Distribution.

OS=`uname -s`
REV=`uname -r`
MACH=`uname -m`

GetVersionFromFile()
{
    VERSION=`cat $1 | tr ""\n"" ' ' | sed s/.*VERSION.*=\ // `
}

if [ ""${OS}"" = ""SunOS"" ] ; then
    OS=Solaris
    ARCH=`uname -p` 
    OSSTR=""${OS} ${REV}(${ARCH} `uname -v`)""
elif [ ""${OS}"" = ""AIX"" ] ; then
    OSSTR=""${OS} `oslevel` (`oslevel -r`)""
elif [ ""${OS}"" = ""Linux"" ] ; then
    KERNEL=`uname -r`
    if [ -f /etc/redhat-release ] ; then
        DIST='RedHat'
        PSUEDONAME=`cat /etc/redhat-release | sed s/.*\(// | sed s/\)//`
        REV=`cat /etc/redhat-release | sed s/.*release\ // | sed s/\ .*//`
    elif [ -f /etc/SuSE-release ] ; then
        DIST=`cat /etc/SuSE-release | tr ""\n"" ' '| sed s/VERSION.*//`
        REV=`cat /etc/SuSE-release | tr ""\n"" ' ' | sed s/.*=\ //`
    elif [ -f /etc/mandrake-release ] ; then
        DIST='Mandrake'
        PSUEDONAME=`cat /etc/mandrake-release | sed s/.*\(// | sed s/\)//`
        REV=`cat /etc/mandrake-release | sed s/.*release\ // | sed s/\ .*//`
    elif [ -f /etc/debian_version ] ; then
        DIST=""Debian `cat /etc/debian_version`""
        REV=""""

    fi
    if [ -f /etc/UnitedLinux-release ] ; then
        DIST=""${DIST}[`cat /etc/UnitedLinux-release | tr ""\n"" ' ' | sed s/VERSION.*//`]""
    fi

    OSSTR=""${OS} ${DIST} ${REV}(${PSUEDONAME} ${KERNEL} ${MACH})""

fi

echo ${OSSTR}

",https://stackoverflow.com//questions/26988262/best-way-to-find-os-name-and-version-in-unix-linux-platform
How to append one file to another in Linux from the shell?,I have two files: file1 and file2. How do I append the contents of file2 to file1 so that contents of file1 persist the process?,"
Use bash builtin redirection (tldp):
cat file2 >> file1

",https://stackoverflow.com//questions/4969641/how-to-append-one-file-to-another-in-linux-from-the-shell
linux - How to have the cp command create any necessary folders for copying a file to a destination,"When copying a file using cp to a folder that may or may not exist, how do I get cp to create the folder if necessary? Here is what I have tried:
","
To expand upon Christian's answer, the only reliable way to do this would be to combine mkdir and cp:
mkdir -p /foo/bar && cp myfile ""$_""

As an aside, when you only need to create a single directory in an existing hierarchy, rsync can do it in one operation.  I'm quite a fan of rsync as a much more versatile cp replacement, in fact:
rsync -a myfile /foo/bar/ # works if /foo exists but /foo/bar doesn't.  bar is created.

",https://stackoverflow.com//questions/947954/how-to-have-the-cp-command-create-any-necessary-folders-for-copying-a-file-to-a
linux - How to search and replace using grep,I need to recursively search for a specified string within all files and subdirectories within a directory and replace this string with another string.,"
Another option is to use find and then pass it through sed.
find /path/to/files -type f -exec sed -i 's/oldstring/new string/g' {} \;

",https://stackoverflow.com//questions/15402770/how-to-search-and-replace-using-grep
java - adb devices => no permissions (user in plugdev group; are your udev rules wrong?),I am getting following error log if I connect my android phone with Android Oreo OS to Linux PC,"
Check device vendor id and product id:
$ lsusb
Bus 001 Device 002: ID 8087:8000 Intel Corp. 
Bus 001 Device 001: ID 1d6b:0002 Linux Foundation 2.0 root hub
Bus 003 Device 001: ID 1d6b:0003 Linux Foundation 3.0 root hub
Bus 002 Device 078: ID 138a:0011 Validity Sensors, Inc. VFS5011 Fingerprint Reader
Bus 002 Device 003: ID 8087:07dc Intel Corp. 
Bus 002 Device 002: ID 5986:0652 Acer, Inc 
Bus 002 Device 081: ID 22b8:2e81 Motorola PCS 
Bus 002 Device 001: ID 1d6b:0002 Linux Foundation 2.0 root hub

Here my android device is Motorola PCS. So my vid=22b8 and pid=2e81.  
Now create a udev rule:  
$ sudo vi /etc/udev/rules.d/51-android.rules
SUBSYSTEM==""usb"", ATTR{idVendor}==""22b8"", ATTR{idProduct}==""2e81"", MODE=""0666"", GROUP=""plugdev""

Now the device is good to be detected once udev rule is reloaded. So, let's do it:
$ sudo udevadm control --reload-rules

After this, again check if your device is detected by adb:
$ adb devices
List of devices attached
ZF6222Q9D9  device

So, you are done.
If it still doesn't work, unplug/replug the device.
If it still doesn't work, restart your OS.
",https://stackoverflow.com//questions/53887322/adb-devices-no-permissions-user-in-plugdev-group-are-your-udev-rules-wrong
linux - ssh script returns 255 error,In my code I have the following to run a remote script.,"
This is usually happens when the remote is down/unavailable; or the remote machine doesn't have ssh installed; or a firewall doesn't allow a connection to be established to the remote host.
ssh returns 255 when an error occurred or 255 is returned by the remote script:
 EXIT STATUS

     ssh exits with the exit status of the remote command or
     with 255 if an error occurred.

Usually you would an error message something similar to:
ssh: connect to host host.domain.com port 22: No route to host

Or
ssh: connect to host HOSTNAME port 22: Connection refused

Check-list:

What happens if you run the ssh command directly from the command line? 
Are you able to ping that machine?
Does the remote has ssh installed?
If installed, then is the ssh service running? 

",https://stackoverflow.com//questions/14885748/ssh-script-returns-255-error
c++ - How to Add Linux Executable Files to .gitignore?,How do you add Linux executable files to .gitignore without giving them an explicit extension and without placing them in a specific or /bin directory? Most are named the same as the C file from which they were compiled without the .c extension.,"
Can you ignore all, but source code files?
For example:
*
!*.c
!Makefile

",https://stackoverflow.com//questions/8237645/how-to-add-linux-executable-files-to-gitignore
linux - counting number of directories in a specific directory,"How to count the number of folders in a specific directory. I am using the following command, but it always provides an extra one. ","
find is also printing the directory itself:
$ find .vim/ -maxdepth 1 -type d
.vim/
.vim/indent
.vim/colors
.vim/doc
.vim/after
.vim/autoload
.vim/compiler
.vim/plugin
.vim/syntax
.vim/ftplugin
.vim/bundle
.vim/ftdetect

You can instead test the directory's children and do not descend into them at all:
$ find .vim/* -maxdepth 0 -type d
.vim/after
.vim/autoload
.vim/bundle
.vim/colors
.vim/compiler
.vim/doc
.vim/ftdetect
.vim/ftplugin
.vim/indent
.vim/plugin
.vim/syntax

$ find .vim/* -maxdepth 0 -type d | wc -l
11
$ find .vim/ -maxdepth 1 -type d | wc -l
12

You can also use ls:
$ ls -l .vim | grep -c ^d
11


$ ls -l .vim
total 52
drwxrwxr-x  3 anossovp anossovp 4096 Aug 29  2012 after
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 autoload
drwxrwxr-x 13 anossovp anossovp 4096 Aug 29  2012 bundle
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 colors
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 compiler
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 doc
-rw-rw-r--  1 anossovp anossovp   48 Aug 29  2012 filetype.vim
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 ftdetect
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 ftplugin
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 indent
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 plugin
-rw-rw-r--  1 anossovp anossovp 2505 Aug 29  2012 README.rst
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 syntax

$ ls -l .vim | grep ^d
drwxrwxr-x  3 anossovp anossovp 4096 Aug 29  2012 after
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 autoload
drwxrwxr-x 13 anossovp anossovp 4096 Aug 29  2012 bundle
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 colors
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 compiler
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 doc
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 ftdetect
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 ftplugin
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 indent
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 plugin
drwxrwxr-x  2 anossovp anossovp 4096 Aug 29  2012 syntax

",https://stackoverflow.com//questions/17648033/counting-number-of-directories-in-a-specific-directory
linux - How to find files modified in last x minutes (find -mmin does not work as expected),"I'm trying to find files modified in last x minutes, for example in the last hour. Many forums and tutorials on the net suggest to use the find command with the -mmin option, like this:","
I can reproduce your problem if there are no files in the directory that were modified in the last hour.  In that case, find . -mmin -60 returns nothing. The command find . -mmin -60 |xargs ls -l, however, returns every file in the directory which is consistent with what happens when ls -l is run without an argument.
To make sure that ls -l is only run when a file is found, try:
find . -mmin -60 -type f -exec ls -l {} +

",https://stackoverflow.com//questions/33407344/how-to-find-files-modified-in-last-x-minutes-find-mmin-does-not-work-as-expect
linux - How to write stdout to file with colors?,"A lot of times (not always) the stdout is displayed in colors. Normally I keep every output log in a different file too. Naturally in the file, the colors are not displayed anymore. ","
Since many programs will only output color sequences if their stdout is a terminal, a general solution to this problem requires tricking them into believing that the pipe they write to is a terminal. This is possible with the script command from bsdutils:
script -q -c ""vagrant up"" filename.txt

This will write the output from vagrant up to filename.txt (and the terminal). If echoing is not desirable, 
script -q -c ""vagrant up"" filename > /dev/null

will write it only to the file.
",https://stackoverflow.com//questions/27397865/how-to-write-stdout-to-file-with-colors
performance - Threads vs Processes in Linux,Want to improve this question? Update the question so it can be answered with facts and citations by editing this post.,"
Linux uses a 1-1 threading model, with (to the kernel) no distinction between processes and threads -- everything is simply a runnable task. *
On Linux, the system call clone clones a task, with a configurable level of sharing, among which are:

CLONE_FILES: share the same file descriptor table (instead of creating a copy)
CLONE_PARENT: don't set up a parent-child relationship between the new task and the old (otherwise, child's getppid() = parent's getpid())
CLONE_VM: share the same memory space (instead of creating a COW copy)

fork() calls clone(least sharing) and pthread_create() calls clone(most sharing). **
forking costs a tiny bit more than pthread_createing because of copying tables and creating COW mappings for memory, but the Linux kernel developers have tried (and succeeded) at minimizing those costs.
Switching between tasks, if they share the same memory space and various tables, will be a tiny bit cheaper than if they aren't shared, because the data may already be loaded in cache.  However, switching tasks is still very fast even if nothing is shared -- this is something else that Linux kernel developers try to ensure (and succeed at ensuring).
In fact, if you are on a multi-processor system, not sharing may actually be beneficial to performance: if each task is running on a different processor, synchronizing shared memory is expensive.

* Simplified.  CLONE_THREAD causes signals delivery to be shared (which needs CLONE_SIGHAND, which shares the signal handler table).
** Simplified.  There exist both SYS_fork and SYS_clone syscalls, but in the kernel, the sys_fork and sys_clone are both very thin wrappers around the same do_fork function, which itself is a thin wrapper around copy_process.  Yes, the terms process, thread, and task are used rather interchangeably in the Linux kernel...
",https://stackoverflow.com//questions/807506/threads-vs-processes-in-linux
web services - HTTP POST and GET using cURL in Linux,I have a server application written in ASP.NET on Windows that provides a web service.,"
*nix provides a nice little command which makes our lives a lot easier.
GET:
with JSON:
curl -i -H ""Accept: application/json"" -H ""Content-Type: application/json"" -X GET http://hostname/resource

with XML:
curl -H ""Accept: application/xml"" -H ""Content-Type: application/xml"" -X GET http://hostname/resource

POST:
For posting data:
curl --data ""param1=value1&param2=value2"" http://hostname/resource

For file upload:
curl --form ""fileupload=@filename.txt"" http://hostname/resource

RESTful HTTP Post:
curl -X POST -d @filename http://hostname/resource

For logging into a site (auth):
curl -d ""username=admin&password=admin&submit=Login"" --dump-header headers http://localhost/Login
curl -L -b headers http://localhost/

Pretty-printing the curl results:
For JSON:
If you use npm and nodejs, you can install json package by running this command:
npm install -g json

Usage:
curl -i -H ""Accept: application/json"" -H ""Content-Type: application/json"" -X GET http://hostname/resource | json

If you use pip and python, you can install pjson package by running this command:
pip install pjson

Usage:
curl -i -H ""Accept: application/json"" -H ""Content-Type: application/json"" -X GET http://hostname/resource | pjson

If you use Python 2.6+, json tool is bundled within.
Usage:
curl -i -H ""Accept: application/json"" -H ""Content-Type: application/json"" -X GET http://hostname/resource | python -m json.tool

If you use gem and ruby, you can install colorful_json package by running this command:
gem install colorful_json

Usage:
curl -i -H ""Accept: application/json"" -H ""Content-Type: application/json"" -X GET http://hostname/resource | cjson

If you use apt-get (aptitude package manager of your Linux distro), you can install yajl-tools package by running this command:
sudo apt-get install yajl-tools

Usage:
curl -i -H ""Accept: application/json"" -H ""Content-Type: application/json"" -X GET http://hostname/resource |  json_reformat

For XML:
If you use *nix with Debian/Gnome envrionment, install libxml2-utils:
sudo apt-get install libxml2-utils

Usage:
curl -H ""Accept: application/xml"" -H ""Content-Type: application/xml"" -X GET http://hostname/resource | xmllint --format -

or install tidy:
sudo apt-get install tidy

Usage:
curl -H ""Accept: application/xml"" -H ""Content-Type: application/xml"" -X GET http://hostname/resource | tidy -xml -i -

Saving the curl response to a file
curl http://hostname/resource >> /path/to/your/file

or
curl http://hostname/resource -o /path/to/your/file

For detailed description of the curl command, hit:
man curl

For details about options/switches of the curl command, hit:
curl -h

",https://stackoverflow.com//questions/14978411/http-post-and-get-using-curl-in-linux
c - Is it possible to determine the thread holding a mutex?,"Firstly, I use pthread library to write multithreading C programs. Threads always hung by their waited mutexes. When I use the strace utility to find a thread in the FUTEX_WAIT status, I want to know which thread holds that mutex at that time. But I don't know how I could I do it. Are there any utilities that could do that?","
You can use knowledge of the mutex internals to do this.  Ordinarily this wouldn't be a very good idea, but it's fine for debugging.
Under Linux with the NPTL implementation of pthreads (which is any modern glibc), you can examine the __data.__owner member of the pthread_mutex_t structure to find out the thread that currently has it locked.  This is how to do it after attaching to the process with gdb:
(gdb) thread 2
[Switching to thread 2 (Thread 0xb6d94b90 (LWP 22026))]#0  0xb771f424 in __kernel_vsyscall ()
(gdb) bt
#0  0xb771f424 in __kernel_vsyscall ()
#1  0xb76fec99 in __lll_lock_wait () from /lib/i686/cmov/libpthread.so.0
#2  0xb76fa0c4 in _L_lock_89 () from /lib/i686/cmov/libpthread.so.0
#3  0xb76f99f2 in pthread_mutex_lock () from /lib/i686/cmov/libpthread.so.0
#4  0x080484a6 in thread (x=0x0) at mutex_owner.c:8
#5  0xb76f84c0 in start_thread () from /lib/i686/cmov/libpthread.so.0
#6  0xb767784e in clone () from /lib/i686/cmov/libc.so.6
(gdb) up 4
#4  0x080484a6 in thread (x=0x0) at mutex_owner.c:8
8               pthread_mutex_lock(&mutex);
(gdb) print mutex.__data.__owner
$1 = 22025
(gdb)

(I switch to the hung thread; do a backtrace to find the pthread_mutex_lock() it's stuck on; change stack frames to find out the name of the mutex that it's trying to lock; then print the owner of that mutex).  This tells me that the thread with LWP ID 22025 is the culprit.
You can then use thread find 22025 to find out the gdb thread number for that thread and switch to it.
",https://stackoverflow.com//questions/3483094/is-it-possible-to-determine-the-thread-holding-a-mutex
Comparing Unix/Linux IPC,"Lots of IPCs are offered by Unix/Linux: pipes, sockets, shared memory, dbus, message-queues...","
Unix IPC
Here are the big seven:

Pipe
Useful only among processes related as parent/child. Call pipe(2) and fork(2). Unidirectional.
FIFO, or named pipe
Two unrelated processes can use FIFO unlike plain pipe. Call mkfifo(3). Unidirectional.
Socket and Unix Domain Socket
Bidirectional. Meant for network communication, but can be used locally too. Can be used for different protocol. There's no message boundary for TCP. Call socket(2).
Message Queue
OS maintains discrete message. See sys/msg.h.
Signal
Signal sends an integer to another process. Doesn't mesh well with multi-threads. Call kill(2).
Semaphore
A synchronization mechanism for multi processes or threads, similar to a queue of people waiting for bathroom. See sys/sem.h.
Shared memory
Do your own concurrency control. Call shmget(2).

Message Boundary issue
One determining factor when choosing one method over the other is the message boundary issue. You may expect ""messages"" to be discrete from each other, but it's not for byte streams like TCP or Pipe.
Consider a pair of echo client and server. The client sends string, the server receives it and sends it right back. Suppose the client sends ""Hello"", ""Hello"", and ""How about an answer?"".
With byte stream protocols, the server can receive as ""Hell"", ""oHelloHow"", and "" about an answer?""; or more realistically ""HelloHelloHow about an answer?"". The server has no clue where the message boundary is.
An age old trick is to limit the message length to CHAR_MAX or UINT_MAX and agree to send the message length first in char or uint. So, if you are at the receiving side, you have to read the message length first. This also implies that only one thread should be doing the message reading at a time.
With discrete protocols like UDP or message queues, you don't have to worry about this issue, but programmatically byte streams are easier to deal with because they behave like files and stdin/out.
",https://stackoverflow.com//questions/404604/comparing-unix-linux-ipc
python - How to activate virtualenv in Linux?,I have been searching and tried various alternatives without success and spent several days on it now - driving me mad.,"
Here is my workflow after creating a folder and cd'ing into it:
$ virtualenv venv --distribute
New python executable in venv/bin/python
Installing distribute.........done.
Installing pip................done.
$ source venv/bin/activate
(venv)$ python

",https://stackoverflow.com//questions/14604699/how-to-activate-virtualenv-in-linux
node.js - MongoError: connect ECONNREFUSED 127.0.0.1:27017,"I'm using NodeJS wih MongoDB using mongodb package. When I run mongod command it works fine and gives ""waiting for connection on port 27017"". So, mongod seems to be working. But MongoClient does not work and gives error when I run node index.js command-","
This happened probably because the MongoDB service isn't started. Follow the below steps to start it:

Go to Control Panel and click on Administrative Tools.
Double click on Services. A new window opens up.
Search MongoDB.exe. Right click on it and select Start. 

The server will start. Now execute npm start again and the code might work this time.
",https://stackoverflow.com//questions/46523321/mongoerror-connect-econnrefused-127-0-0-127017
linux - How can I open some ports on Ubuntu?,"I know a little about Linux. Today I created a VPN server on my Ubuntu installation according to Set up a simple IPsec/L2TP VPN server for Ubuntu, Arch Linux and Debian.","
Ubuntu these days comes with UFW - Uncomplicated Firewall. UFW is an easy-to-use method of handling iptables rules.
Try using this command to allow a port:
sudo ufw allow 1701

To test connectivity, you could try shutting down the VPN software (freeing up the ports) and using netcat to listen, like this:
nc -l 1701

Then use telnet from your Windows host and see what shows up on your Ubuntu terminal. This can be repeated for each port you'd like to test.
",https://stackoverflow.com//questions/30251889/how-can-i-open-some-ports-on-ubuntu
linux - How to convert Windows end of line in Unix end of line (CR/LF to LF),I'm a Java developer and I'm using Ubuntu to develop. The project was created in Windows with Eclipse and it's using the Windows-1252 encoding.,"
There should be a program called dos2unix that will fix line endings for you.  If it's not already on your Linux box, it should be available via the package manager.
",https://stackoverflow.com//questions/3891076/how-to-convert-windows-end-of-line-in-unix-end-of-line-cr-lf-to-lf
c - How to capture Control+D signal?,"I want to capture the Ctrl+D signal in my program and write a signal handler for it.
How can I do that?
I am working on C and using a Linux system.","
As others have already said, to handle Control+D, handle ""end of file""s.
Control+D is a piece of communication between the user and the pseudo-file that you see as stdin. It does not mean specifically ""end of file"", but more generally ""flush the input I typed so far"". Flushing means that any read() call on stdin in your program returns with the length of the input typed since the last flush. If the line is nonempty, the input becomes available to your program although the user did not type ""return"" yet. If the line is empty, then read() returns with zero, and that is interpreted as ""end of file"".
So when using Control+D to end a program, it only works at the beginning of a line, or if you do it twice (first time to flush, second time for read() to return zero).
Try it:
$ cat
foo
   (type Control-D once)
foofoo (read has returned ""foo"")
   (type Control-D again)
$

",https://stackoverflow.com//questions/1516122/how-to-capture-controld-signal
python - What is different between makedirs and mkdir of os?,I am confused to use about these two osmethods to create the new directory.,"
makedirs() creates all the intermediate directories if they don't exist (just like mkdir -p in bash).
mkdir() can create a single sub-directory, and will throw an exception if intermediate directories that don't exist are specified.
Either can be used to create a single 'leaf' directory (dirA):

os.mkdir('dirA')
os.makedirs('dirA')

But makedirs must be used to create 'branches':

os.makedirs('dirA/dirB') will work [the entire structure is created]

mkdir can work here if dirA already exists, but if it doesn't an error will be thrown.
Note that unlike mkdir -p in bash, either will fail if the leaf already exists.
",https://stackoverflow.com//questions/13819496/what-is-different-between-makedirs-and-mkdir-of-os
linux - Why doesn't a shell get variables exported by a script run in a subshell?,I have two scripts 1.sh and 2.sh.,"
If you are executing your files like sh 1.sh or ./1.sh Then you are executing it in a sub-shell. 
If you want the changes to be made in your current shell, you could do:
. 1.sh
# OR
source 1.sh

Please consider going through the reference-documentation.
""When a script is run using source [or .] it runs within the existing shell, any variables created or modified by the script will remain available after the script completes. In contrast if the script is run just as filename, then a separate subshell (with a completely separate set of variables) would be spawned to run the script.""
",https://stackoverflow.com//questions/10781824/why-doesnt-a-shell-get-variables-exported-by-a-script-run-in-a-subshell
ios - Starting iPhone app development in Linux?," We don’t allow questions seeking recommendations for books, tools, software libraries, and more. You can edit the question so it can be answered with facts and citations.","
To provide a differing response, I'm running OS X and Xcode on a virtualised (VMware) machine on Linux.  CPU is a Core2Quad (Q8800), and it is perfectly fast.  I found a prebuilt VM online (I'll leave it to you to find)
Xcode/iPhone development works perfectly, as does debugging via USB to the phone itself.
It actually surprised me a lot - but I've had no issues at all.
",https://stackoverflow.com//questions/276907/starting-iphone-app-development-in-linux
